Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17,Disease
3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,Psoriasis
3,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Impetigo
3,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Impetigo
1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fungal infection
1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fungal infection
4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Allergy
4,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Allergy
5,3,4,5,7,0,0,0,0,0,0,0,0,0,0,0,0,GERD
5,3,4,4,7,0,0,0,0,0,0,0,0,0,0,0,0,GERD
1,5,3,4,4,4,0,0,0,0,0,0,0,0,0,0,0,Chronic cholestasis
1,5,3,5,4,4,4,0,0,0,0,0,0,0,0,0,0,Chronic cholestasis
1,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,Drug Reaction
1,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,Drug Reaction
5,5,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,Peptic ulcer diseae
5,5,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0,Peptic ulcer diseae
3,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AIDS
3,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AIDS
4,3,2,5,5,4,4,5,4,0,0,0,0,0,0,0,0,Diabetes
4,3,5,2,5,5,4,5,4,0,0,0,0,0,0,0,0,Diabetes
5,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gastroenteritis
5,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gastroenteritis
4,4,7,5,4,0,0,0,0,0,0,0,0,0,0,0,0,Bronchial Asthma
4,7,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,Bronchial Asthma
3,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Hypertension
3,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Hypertension
3,5,3,4,4,3,2,3,0,0,0,0,0,0,0,0,0,Migraine
3,5,3,5,4,4,3,2,0,0,0,0,0,0,0,0,0,Migraine
3,7,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Cervical spondylosis
3,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Cervical spondylosis
5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Paralysis (brain hemorrhage)
5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Paralysis (brain hemorrhage)
1,5,3,7,3,4,4,0,0,0,0,0,0,0,0,0,0,Jaundice
1,5,4,3,7,3,4,0,0,0,0,0,0,0,0,0,0,Jaundice
3,7,3,3,5,6,2,0,0,0,0,0,0,0,0,0,0,Malaria
3,5,7,3,3,5,2,0,0,0,0,0,0,0,0,0,0,Malaria
1,3,4,7,3,4,5,6,6,3,0,0,0,0,0,0,0,Chicken pox
1,3,4,2,7,3,4,5,6,3,0,0,0,0,0,0,0,Chicken pox
3,3,5,4,7,3,5,4,4,3,6,2,3,0,0,0,0,Dengue
3,3,3,5,4,3,5,4,4,3,6,2,3,0,0,0,0,Dengue
3,5,4,7,3,5,4,4,5,4,0,0,0,0,0,0,0,Typhoid
3,4,7,3,5,4,4,6,5,4,0,0,0,0,0,0,0,Typhoid
3,5,4,5,4,4,6,5,4,2,0,0,0,0,0,0,0,hepatitis A
3,5,3,4,5,4,4,5,4,2,0,0,0,0,0,0,0,hepatitis A
1,4,3,4,4,4,4,4,6,5,2,0,0,0,0,0,0,Hepatitis B
1,4,2,3,4,4,4,4,6,5,2,0,0,0,0,0,0,Hepatitis B
4,3,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,Hepatitis C
4,3,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0,Hepatitis C
3,5,4,4,5,4,4,4,0,0,0,0,0,0,0,0,0,Hepatitis D
3,5,4,3,4,5,4,4,0,0,0,0,0,0,0,0,0,Hepatitis D
3,4,7,3,4,5,4,4,4,6,7,6,0,0,0,0,0,Hepatitis E
3,5,4,7,3,4,4,4,4,6,7,6,0,0,0,0,0,Hepatitis E
5,3,7,4,5,6,0,0,0,0,0,0,0,0,0,0,0,Alcoholic hepatitis
5,3,4,7,4,5,6,0,0,0,0,0,0,0,0,0,0,Alcoholic hepatitis
3,5,3,4,7,4,3,4,5,4,6,6,5,7,5,0,0,Tuberculosis
3,5,4,3,4,7,4,4,5,4,6,6,5,7,5,0,0,Tuberculosis
4,3,4,7,3,6,6,5,4,5,4,5,5,7,3,2,0,Common Cold
4,3,4,4,7,3,6,5,4,5,4,5,5,7,3,2,0,Common Cold
3,4,7,4,3,6,5,7,5,4,0,0,0,0,0,0,0,Pneumonia
3,4,4,7,4,3,5,7,5,4,0,0,0,0,0,0,0,Pneumonia
4,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,Dimorphic hemmorhoids(piles)
4,5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0,Dimorphic hemmorhoids(piles)
5,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Heart attack
5,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Heart attack
4,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0,0,Varicose veins
4,4,4,4,5,6,0,0,0,0,0,0,0,0,0,0,0,Varicose veins
4,5,3,2,4,5,6,5,5,3,2,6,0,0,0,0,0,Hypothyroidism
4,3,5,3,2,4,6,5,5,3,2,6,0,0,0,0,0,Hypothyroidism
4,3,5,3,6,5,4,2,2,6,0,0,0,0,0,0,0,Hyperthyroidism
4,3,3,5,3,6,5,2,2,6,0,0,0,0,0,0,0,Hyperthyroidism
5,4,3,3,5,5,4,4,4,2,4,0,0,0,0,0,0,Hypoglycemia
5,4,4,3,3,5,4,4,4,2,4,0,0,0,0,0,0,Hypoglycemia
3,5,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,Osteoarthristis
3,5,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0,Osteoarthristis
2,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Arthritis
2,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,Arthritis
5,3,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,(vertigo) Paroymsal  Positional Vertigo
5,3,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,(vertigo) Paroymsal  Positional Vertigo
3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Acne
3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Acne
6,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Urinary tract infection
6,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Urinary tract infection
3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,Psoriasis
3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,Psoriasis
3,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Impetigo
3,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Impetigo
1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fungal infection
1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fungal infection
4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Allergy
4,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Allergy
5,3,4,5,7,0,0,0,0,0,0,0,0,0,0,0,0,GERD
5,3,4,4,7,0,0,0,0,0,0,0,0,0,0,0,0,GERD
1,5,3,4,4,4,0,0,0,0,0,0,0,0,0,0,0,Chronic cholestasis
1,5,3,5,4,4,4,0,0,0,0,0,0,0,0,0,0,Chronic cholestasis
1,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,Drug Reaction
1,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,Drug Reaction
5,5,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,Peptic ulcer diseae
5,5,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0,Peptic ulcer diseae
3,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AIDS
3,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AIDS
4,3,2,5,5,4,4,5,4,0,0,0,0,0,0,0,0,Diabetes
4,3,5,2,5,5,4,5,4,0,0,0,0,0,0,0,0,Diabetes
5,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gastroenteritis
5,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gastroenteritis
4,4,7,5,4,0,0,0,0,0,0,0,0,0,0,0,0,Bronchial Asthma
4,7,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,Bronchial Asthma
3,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Hypertension
3,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Hypertension
3,5,3,4,4,3,2,3,0,0,0,0,0,0,0,0,0,Migraine
3,5,3,5,4,4,3,2,0,0,0,0,0,0,0,0,0,Migraine
3,7,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Cervical spondylosis
3,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Cervical spondylosis
5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Paralysis (brain hemorrhage)
5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Paralysis (brain hemorrhage)
1,5,3,7,3,4,4,0,0,0,0,0,0,0,0,0,0,Jaundice
1,5,4,3,7,3,4,0,0,0,0,0,0,0,0,0,0,Jaundice
3,7,3,3,5,6,2,0,0,0,0,0,0,0,0,0,0,Malaria
3,5,7,3,3,5,2,0,0,0,0,0,0,0,0,0,0,Malaria
1,3,4,7,3,4,5,6,6,3,0,0,0,0,0,0,0,Chicken pox
1,3,4,2,7,3,4,5,6,3,0,0,0,0,0,0,0,Chicken pox
3,3,5,4,7,3,5,4,4,3,6,2,3,0,0,0,0,Dengue
3,3,3,5,4,3,5,4,4,3,6,2,3,0,0,0,0,Dengue
3,5,4,7,3,5,4,4,5,4,0,0,0,0,0,0,0,Typhoid
3,4,7,3,5,4,4,6,5,4,0,0,0,0,0,0,0,Typhoid
3,5,4,5,4,4,6,5,4,2,0,0,0,0,0,0,0,hepatitis A
3,5,3,4,5,4,4,5,4,2,0,0,0,0,0,0,0,hepatitis A
1,4,3,4,4,4,4,4,6,5,2,0,0,0,0,0,0,Hepatitis B
1,4,2,3,4,4,4,4,6,5,2,0,0,0,0,0,0,Hepatitis B
4,3,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,Hepatitis C
4,3,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0,Hepatitis C
3,5,4,4,5,4,4,4,0,0,0,0,0,0,0,0,0,Hepatitis D
3,5,4,3,4,5,4,4,0,0,0,0,0,0,0,0,0,Hepatitis D
3,4,7,3,4,5,4,4,4,6,7,6,0,0,0,0,0,Hepatitis E
3,5,4,7,3,4,4,4,4,6,7,6,0,0,0,0,0,Hepatitis E
5,3,7,4,5,6,0,0,0,0,0,0,0,0,0,0,0,Alcoholic hepatitis
5,3,4,7,4,5,6,0,0,0,0,0,0,0,0,0,0,Alcoholic hepatitis
3,5,3,4,7,4,3,4,5,4,6,6,5,7,5,0,0,Tuberculosis
3,5,4,3,4,7,4,4,5,4,6,6,5,7,5,0,0,Tuberculosis
4,3,4,7,3,6,6,5,4,5,4,5,5,7,3,2,0,Common Cold
4,3,4,4,7,3,6,5,4,5,4,5,5,7,3,2,0,Common Cold
3,4,7,4,3,6,5,7,5,4,0,0,0,0,0,0,0,Pneumonia
3,4,4,7,4,3,5,7,5,4,0,0,0,0,0,0,0,Pneumonia
4,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,Dimorphic hemmorhoids(piles)
4,5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0,Dimorphic hemmorhoids(piles)
5,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Heart attack
5,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Heart attack
4,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0,0,Varicose veins
4,4,4,4,5,6,0,0,0,0,0,0,0,0,0,0,0,Varicose veins
4,5,3,2,4,5,6,5,5,3,2,6,0,0,0,0,0,Hypothyroidism
4,3,5,3,2,4,6,5,5,3,2,6,0,0,0,0,0,Hypothyroidism
4,3,5,3,6,5,4,2,2,6,0,0,0,0,0,0,0,Hyperthyroidism
4,3,3,5,3,6,5,2,2,6,0,0,0,0,0,0,0,Hyperthyroidism
5,4,3,3,5,5,4,4,4,2,4,0,0,0,0,0,0,Hypoglycemia
5,4,4,3,3,5,4,4,4,2,4,0,0,0,0,0,0,Hypoglycemia
3,5,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,Osteoarthristis
3,5,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0,Osteoarthristis
2,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Arthritis
2,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,Arthritis
5,3,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,(vertigo) Paroymsal  Positional Vertigo
5,3,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,(vertigo) Paroymsal  Positional Vertigo
3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Acne
3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Acne
6,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Urinary tract infection
6,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Urinary tract infection
3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,Psoriasis
3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,Psoriasis
3,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Impetigo
3,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Impetigo
1,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,Drug Reaction
4,4,7,4,5,4,0,0,0,0,0,0,0,0,0,0,0,Bronchial Asthma
1,5,4,3,7,3,4,4,0,0,0,0,0,0,0,0,0,Jaundice
3,5,3,4,5,4,4,6,5,4,2,0,0,0,0,0,0,hepatitis A
5,3,4,7,4,5,6,0,0,0,0,0,0,0,0,0,0,Alcoholic hepatitis
5,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,Heart attack
3,5,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0,Osteoarthristis
3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,Psoriasis
1,5,3,5,4,4,4,0,0,0,0,0,0,0,0,0,0,Chronic cholestasis
5,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,Gastroenteritis
5,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Paralysis (brain hemorrhage)
3,5,4,7,3,5,4,4,6,5,4,0,0,0,0,0,0,Typhoid
3,5,4,7,3,4,5,4,4,4,6,7,6,0,0,0,0,Hepatitis E
4,5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0,Dimorphic hemmorhoids(piles)
5,4,4,3,3,5,5,4,4,4,2,4,0,0,0,0,0,Hypoglycemia
6,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,Urinary tract infection
5,3,4,5,4,7,0,0,0,0,0,0,0,0,0,0,0,GERD
4,3,5,2,5,5,4,4,5,4,0,0,0,0,0,0,0,Diabetes
3,7,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,Cervical spondylosis
3,3,3,5,4,7,3,5,4,4,3,6,2,3,0,0,0,Dengue
3,5,4,3,4,5,4,4,4,0,0,0,0,0,0,0,0,Hepatitis D
3,4,4,7,4,3,6,5,7,5,4,0,0,0,0,0,0,Pneumonia
4,3,3,5,3,6,5,4,2,2,6,0,0,0,0,0,0,Hyperthyroidism
3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Acne
4,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Allergy
3,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,AIDS
3,5,3,5,4,4,3,2,3,0,0,0,0,0,0,0,0,Migraine
1,3,4,2,7,3,4,5,6,6,3,0,0,0,0,0,0,Chicken pox
4,3,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0,Hepatitis C
4,3,4,4,7,3,6,6,5,4,5,4,5,5,7,3,2,Common Cold
4,3,5,3,2,4,5,6,5,5,3,2,6,0,0,0,0,Hypothyroidism
5,3,5,6,4,4,0,0,0,0,0,0,0,0,0,0,0,(vertigo) Paroymsal  Positional Vertigo
1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fungal infection
5,5,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0,Peptic ulcer diseae
3,7,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,Hypertension
3,5,7,3,3,5,6,2,0,0,0,0,0,0,0,0,0,Malaria
1,4,2,3,4,4,4,4,4,6,5,2,0,0,0,0,0,Hepatitis B
3,5,4,3,4,7,4,3,4,5,4,6,6,5,7,5,0,Tuberculosis
4,4,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0,Varicose veins
2,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,Arthritis
3,7,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,Impetigo
1,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,Drug Reaction
4,4,7,4,5,4,0,0,0,0,0,0,0,0,0,0,0,Bronchial Asthma
1,5,4,3,7,3,4,4,0,0,0,0,0,0,0,0,0,Jaundice
3,5,3,4,5,4,4,6,5,4,2,0,0,0,0,0,0,hepatitis A
5,3,4,7,4,5,6,0,0,0,0,0,0,0,0,0,0,Alcoholic hepatitis
5,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,Heart attack
3,5,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0,Osteoarthristis
3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,Psoriasis
1,5,3,5,4,4,4,0,0,0,0,0,0,0,0,0,0,Chronic cholestasis
5,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,Gastroenteritis
5,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Paralysis (brain hemorrhage)
3,5,4,7,3,5,4,4,6,5,4,0,0,0,0,0,0,Typhoid
3,5,4,7,3,4,5,4,4,4,6,7,6,0,0,0,0,Hepatitis E
4,5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0,Dimorphic hemmorhoids(piles)
5,4,4,3,3,5,5,4,4,4,2,4,0,0,0,0,0,Hypoglycemia
6,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,Urinary tract infection
5,3,4,5,4,7,0,0,0,0,0,0,0,0,0,0,0,GERD
4,3,5,2,5,5,4,4,5,4,0,0,0,0,0,0,0,Diabetes
3,7,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,Cervical spondylosis
3,3,3,5,4,7,3,5,4,4,3,6,2,3,0,0,0,Dengue
3,5,4,3,4,5,4,4,4,0,0,0,0,0,0,0,0,Hepatitis D
3,4,4,7,4,3,6,5,7,5,4,0,0,0,0,0,0,Pneumonia
4,3,3,5,3,6,5,4,2,2,6,0,0,0,0,0,0,Hyperthyroidism
3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Acne
4,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Allergy
3,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,AIDS
3,5,3,5,4,4,3,2,3,0,0,0,0,0,0,0,0,Migraine
1,3,4,2,7,3,4,5,6,6,3,0,0,0,0,0,0,Chicken pox
4,3,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0,Hepatitis C
4,3,4,4,7,3,6,6,5,4,5,4,5,5,7,3,2,Common Cold
4,3,5,3,2,4,5,6,5,5,3,2,6,0,0,0,0,Hypothyroidism
5,3,5,6,4,4,0,0,0,0,0,0,0,0,0,0,0,(vertigo) Paroymsal  Positional Vertigo
1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fungal infection
5,5,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0,Peptic ulcer diseae
3,7,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,Hypertension
3,5,7,3,3,5,6,2,0,0,0,0,0,0,0,0,0,Malaria
1,4,2,3,4,4,4,4,4,6,5,2,0,0,0,0,0,Hepatitis B
3,5,4,3,4,7,4,3,4,5,4,6,6,5,7,5,0,Tuberculosis
4,4,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0,Varicose veins
2,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,Arthritis
3,7,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,Impetigo
1,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,Drug Reaction
4,4,7,4,5,4,0,0,0,0,0,0,0,0,0,0,0,Bronchial Asthma
1,5,4,3,7,3,4,4,0,0,0,0,0,0,0,0,0,Jaundice
3,5,3,4,5,4,4,6,5,4,2,0,0,0,0,0,0,hepatitis A
5,3,4,7,4,5,6,0,0,0,0,0,0,0,0,0,0,Alcoholic hepatitis
5,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,Heart attack
3,5,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0,Osteoarthristis
3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,Psoriasis
1,5,3,5,4,4,4,0,0,0,0,0,0,0,0,0,0,Chronic cholestasis
5,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,Gastroenteritis
5,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Paralysis (brain hemorrhage)
3,5,4,7,3,5,4,4,6,5,4,0,0,0,0,0,0,Typhoid
3,5,4,7,3,4,5,4,4,4,6,7,6,0,0,0,0,Hepatitis E
4,5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0,Dimorphic hemmorhoids(piles)
5,4,4,3,3,5,5,4,4,4,2,4,0,0,0,0,0,Hypoglycemia
6,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,Urinary tract infection
5,3,4,5,4,7,0,0,0,0,0,0,0,0,0,0,0,GERD
4,3,5,2,5,5,4,4,5,4,0,0,0,0,0,0,0,Diabetes
3,7,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,Cervical spondylosis
3,3,3,5,4,7,3,5,4,4,3,6,2,3,0,0,0,Dengue
3,5,4,3,4,5,4,4,4,0,0,0,0,0,0,0,0,Hepatitis D
3,4,4,7,4,3,6,5,7,5,4,0,0,0,0,0,0,Pneumonia
4,3,3,5,3,6,5,4,2,2,6,0,0,0,0,0,0,Hyperthyroidism
3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Acne
4,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Allergy
3,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,AIDS
3,5,3,5,4,4,3,2,3,0,0,0,0,0,0,0,0,Migraine
1,3,4,2,7,3,4,5,6,6,3,0,0,0,0,0,0,Chicken pox
4,3,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0,Hepatitis C
4,3,4,4,7,3,6,6,5,4,5,4,5,5,7,3,2,Common Cold
4,3,5,3,2,4,5,6,5,5,3,2,6,0,0,0,0,Hypothyroidism
5,3,5,6,4,4,0,0,0,0,0,0,0,0,0,0,0,(vertigo) Paroymsal  Positional Vertigo
1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fungal infection
5,5,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0,Peptic ulcer diseae
3,7,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,Hypertension
3,5,7,3,3,5,6,2,0,0,0,0,0,0,0,0,0,Malaria
1,4,2,3,4,4,4,4,4,6,5,2,0,0,0,0,0,Hepatitis B
3,5,4,3,4,7,4,3,4,5,4,6,6,5,7,5,0,Tuberculosis
4,4,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0,Varicose veins
2,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,Arthritis
3,7,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,Impetigo
1,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,Drug Reaction
4,4,7,4,5,4,0,0,0,0,0,0,0,0,0,0,0,Bronchial Asthma
1,5,4,3,7,3,4,4,0,0,0,0,0,0,0,0,0,Jaundice
3,5,3,4,5,4,4,6,5,4,2,0,0,0,0,0,0,hepatitis A
5,3,4,7,4,5,6,0,0,0,0,0,0,0,0,0,0,Alcoholic hepatitis
5,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,Heart attack
3,5,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0,Osteoarthristis
3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,Psoriasis
1,5,3,5,4,4,4,0,0,0,0,0,0,0,0,0,0,Chronic cholestasis
5,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,Gastroenteritis
5,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Paralysis (brain hemorrhage)
3,5,4,7,3,5,4,4,6,5,4,0,0,0,0,0,0,Typhoid
3,5,4,7,3,4,5,4,4,4,6,7,6,0,0,0,0,Hepatitis E
4,5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0,Dimorphic hemmorhoids(piles)
5,4,4,3,3,5,5,4,4,4,2,4,0,0,0,0,0,Hypoglycemia
6,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,Urinary tract infection
5,3,4,5,4,7,0,0,0,0,0,0,0,0,0,0,0,GERD
4,3,5,2,5,5,4,4,5,4,0,0,0,0,0,0,0,Diabetes
3,7,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,Cervical spondylosis
3,3,3,5,4,7,3,5,4,4,3,6,2,3,0,0,0,Dengue
3,5,4,3,4,5,4,4,4,0,0,0,0,0,0,0,0,Hepatitis D
3,4,4,7,4,3,6,5,7,5,4,0,0,0,0,0,0,Pneumonia
4,3,3,5,3,6,5,4,2,2,6,0,0,0,0,0,0,Hyperthyroidism
3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Acne
4,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Allergy
3,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,AIDS
3,5,3,5,4,4,3,2,3,0,0,0,0,0,0,0,0,Migraine
1,3,4,2,7,3,4,5,6,6,3,0,0,0,0,0,0,Chicken pox
4,3,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0,Hepatitis C
4,3,4,4,7,3,6,6,5,4,5,4,5,5,7,3,2,Common Cold
4,3,5,3,2,4,5,6,5,5,3,2,6,0,0,0,0,Hypothyroidism
5,3,5,6,4,4,0,0,0,0,0,0,0,0,0,0,0,(vertigo) Paroymsal  Positional Vertigo
1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fungal infection
5,5,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0,Peptic ulcer diseae
3,7,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,Hypertension
3,5,7,3,3,5,6,2,0,0,0,0,0,0,0,0,0,Malaria
1,4,2,3,4,4,4,4,4,6,5,2,0,0,0,0,0,Hepatitis B
3,5,4,3,4,7,4,3,4,5,4,6,6,5,7,5,0,Tuberculosis
